,COT
186383,18.063
27831,31.934
120549,49.213
137720,42.849
42691,36.455
80261,0.0
124174,12.784
131637,25.001
158942,49.981
23639,15.576
134893,43.43
112444,6.267
12212,14.217
2429,8.971
101978,17.763
195920,49.401
117487,5.677
97561,0.0
171318,43.848
140660,6.783
104789,1.139
195090,4.978
130566,0.935
148624,11.62
199782,6.379
85082,0.0
140244,14.606
79410,0.0
131230,21.691
25716,4.77
11587,8.237
61964,0.0
154961,3.915
3067,12.589
23126,3.836
160908,32.45
181592,49.703
5997,9.577
73083,0.0
22936,21.697
195680,49.098
44634,4.018
132491,1.192
161726,15.104
119184,23.924
5088,6.524
138979,49.014
27122,13.842
186010,11.604
71653,0.0
8499,15.937
38069,4.151
51180,0.0
98731,0.0
99376,0.0
133764,48.832
49697,48.925
42416,4.572
77380,0.0
136320,39.757
93712,0.0
76479,0.0
76467,0.0
6566,6.098
175296,11.038
42898,10.383
107101,49.9
6084,14.848
78771,0.0
59100,0.0
135353,0.586
180113,8.261
21191,4.366
25062,48.718
21450,17.359
52351,0.0
131220,20.414
187588,11.355
95351,0.0
126907,49.992
59652,0.0
142695,27.502
149418,7.686
126978,20.938
64580,0.0
109684,13.312
79601,0.0
62722,0.0
189431,5.229
63408,0.0
7768,4.076
142835,19.939
137527,49.314
26135,11.752
52886,0.0
71378,0.0
122597,5.908
37362,49.992
56869,0.0
107380,37.791
143597,9.631
104792,14.065
30178,19.761
24228,41.689
126524,18.471
65679,0.0
177921,10.858
144398,32.658
81516,0.0
53394,0.0
114448,22.302
32790,48.846
69562,0.0
6366,23.285
94809,0.0
111713,2.901
15486,7.525
60538,0.0
183943,26.403
83343,0.0
61317,0.0
62222,0.0
32989,37.735
27153,9.278
171789,10.258
10145,7.545
40649,4.154
88745,0.0
83502,0.0
130733,20.321
136118,44.178
174638,33.845
142153,11.839
138829,1.391
198516,9.526
71317,0.0
61553,0.0
49623,28.343
98346,0.0
181478,37.489
190516,27.854
153725,48.749
23640,49.276
189850,17.633
178121,49.847
125569,0.597
58518,0.0
87313,0.0
149051,0.945
83814,0.0
92883,0.0
35849,25.599
113163,15.26
107108,13.306
127814,7.649
16843,12.566
112436,27.395
108912,49.983
172352,13.536
192648,21.577
66464,0.0
164003,34.235
77037,0.0
149527,5.071
186860,49.429
47003,5.809
81638,0.0
47104,5.526
93830,0.0
145513,33.811
100783,0.954
172917,41.189
18621,33.769
31289,40.041
10972,7.345
18775,21.681
43397,10.591
26088,49.653
56177,0.0
45034,14.133
182498,48.957
149987,39.232
18910,47.602
64043,0.0
12200,48.896
168863,10.733
96587,0.0
7498,0.677
85801,0.0
4321,0.302
27982,21.982
38554,11.704
148747,32.123
126707,7.389
91224,0.0
12187,17.662
193819,47.482
129393,49.999
41352,5.199
77483,0.0
116241,14.378
23225,5.169
70759,0.0
109103,0.668
109973,7.692
124153,42.795
111670,20.837
101105,14.396
161624,5.535
141999,7.499
164863,44.96
86132,0.0
145523,49.967
66656,0.0
64501,0.0
190855,11.632
164320,27.717
18091,11.863
2973,45.016
192247,40.002
198950,49.983
67438,0.0
131884,49.18
18097,34.555
78226,0.0
180855,48.9
158681,49.148
70881,0.0
184550,49.303
164914,37.949
196196,48.006
5521,22.482
136990,2.68
155572,48.385
80696,0.0
22965,0.543
171671,25.62
65230,0.0
150799,16.134
15637,23.699
51876,0.0
161568,15.767
154537,17.255
44917,8.65
39197,10.063
41361,23.747
127256,12.175
45560,29.908
100416,37.472
6632,8.459
75954,0.0
161834,48.652
142629,2.34
90984,0.0
36484,12.02
27460,16.201
97171,0.0
184510,38.389
133337,18.052
8938,5.631
76841,0.0
10136,18.77
89020,0.0
124357,29.96
76111,0.0
83410,0.0
186521,29.804
91725,0.0
166593,31.842
183878,23.675
29659,3.227
82354,0.0
158744,46.716
73363,0.0
40497,4.542
2808,2.259
25210,5.697
98006,0.0
199805,2.341
181350,36.926
10122,13.041
161300,31.101
41044,23.155
113640,7.363
35439,15.903
21047,13.124
156451,24.29
23316,5.898
16101,17.351
155969,44.058
1200,14.843
154902,36.307
47278,49.566
135952,6.034
16853,4.411
41008,11.527
154394,15.01
115663,0.127
26455,30.793
73771,0.0
127117,20.957
73394,0.0
23555,15.585
76275,0.0
160952,49.245
83762,0.0
107871,10.166
81046,0.0
29288,26.381
67240,0.0
157904,49.458
95456,0.0
77468,0.0
168157,47.367
131494,49.92
115752,34.655
111028,5.432
106936,7.189
4356,0.058
139195,7.656
36800,5.833
138601,24.296
106538,4.391
156715,10.446
157324,7.087
31686,2.021
189385,49.853
7214,11.272
59078,0.0
113963,3.958
138125,16.262
62330,0.0
100867,6.743
103378,46.417
82817,0.0
27931,47.794
179006,48.328
2384,35.675
193700,49.979
146353,13.933
27067,2.424
1195,27.878
32409,3.592
74202,0.0
153339,20.625
135742,7.066
92315,0.0
145730,23.929
186882,46.304
77147,0.0
166687,19.729
125861,23.769
21629,18.117
71830,0.0
65793,0.0
5933,8.961
154496,16.506
161500,14.364
152010,4.114
45151,5.107
130408,28.647
171188,49.887
157993,48.621
26310,9.377
162682,26.215
183629,13.92
130160,5.535
46261,6.506
111777,16.843
146660,6.091
150554,44.309
106820,20.043
78302,0.0
186898,28.703
143198,24.837
43470,16.464
141111,18.531
140226,27.832
48639,2.448
120459,20.669
115051,10.451
57223,0.0
169763,23.066
3620,33.955
52153,0.0
121735,12.849
6156,4.865
188827,9.808
13487,9.329
185779,49.836
103569,12.623
11452,7.394
68905,0.0
59871,0.0
80168,0.0
149529,11.964
193108,9.639
159195,27.691
58203,0.0
54376,0.0
138717,22.58
126345,1.183
10298,4.258
67611,0.0
90131,0.0
32120,0.157
21472,22.443
56473,0.0
160547,30.001
152898,26.832
120499,1.407
112624,1.886
122518,5.359
75968,0.0
109392,11.932
61644,0.0
15156,5.968
60877,0.0
157079,33.897
105446,4.076
158356,12.068
198739,49.982
53545,0.0
195523,11.255
110892,39.682
173306,40.721
116599,14.805
198116,17.113
97559,0.0
40980,22.305
181228,5.226
52854,0.0
77008,0.0
31380,1.92
178426,22.069
41261,6.137
97265,0.0
129560,41.913
41977,11.704
156544,49.786
22344,4.257
68005,0.0
85226,0.0
58327,0.0
196846,49.997
10352,2.018
199505,12.196
130692,28.966
169241,49.886
7601,2.323
169087,49.695
175523,44.477
192377,11.624
171088,0.674
43342,21.252
63665,0.0
27344,15.401
22996,19.044
122124,36.965
115938,11.258
74613,0.0
107981,40.372
96908,0.0
57495,0.0
82940,0.0
81764,0.0
168271,49.884
194074,37.211
80997,0.0
37134,13.626
58643,0.0
85511,0.0
23389,3.931
57342,0.0
68424,0.0
168760,10.897
55454,0.0
162509,32.002
112069,14.029
135688,2.042
85817,0.0
57246,0.0
76444,0.0
313,13.361
152530,26.683
32739,1.639
188261,20.707
157500,20.383
53115,0.0
85779,0.0
133596,41.159
7496,2.904
2794,8.079
173680,28.249
115319,13.225
143560,49.998
131444,13.571
97593,0.0
41477,15.348
152720,7.95
104653,5.753
29688,5.54
147422,26.67
104188,1.812
46180,2.446
64409,0.0
34665,3.535
163069,9.645
65443,0.0
159756,19.2
155005,49.233
28240,0.323
141067,15.362
22237,8.963
169063,21.315
21724,25.584
5264,22.839
113112,16.266
190254,43.382
48549,22.3
89428,0.0
148915,12.83
93922,0.0
1250,24.856
76812,0.0
42101,0.826
126282,49.87
38279,27.475
127355,15.506
154502,8.485
106308,22.443
169344,11.396
161769,30.878
87511,0.0
74414,0.0
160828,49.551
190197,13.746
21105,48.933
110662,7.383
130700,46.516
47166,45.842
113198,25.648
195854,44.539
10701,7.097
54430,0.0
116857,2.155
171128,15.922
108926,5.811
149129,11.067
29002,9.48
183823,1.04
199029,23.167
34052,24.967
196352,48.937
137955,19.681
20643,6.615
89753,0.0
18281,10.87
145891,12.056
67721,0.0
154433,12.735
136099,49.297
138496,40.142
62800,0.0
23130,15.01
96793,0.0
14779,19.852
62530,0.0
122355,17.038
83642,0.0
38119,3.961
6424,42.517
58665,0.0
30703,21.858
185202,12.964
22740,4.305
82451,0.0
181193,7.394
135041,12.364
24266,14.061
90772,0.0
22018,23.106
128344,13.225
89182,0.0
4075,38.017
121968,0.848
118372,25.978
87324,0.0
89031,0.0
120566,10.301
1014,1.935
16044,32.129
123552,3.428
185036,0.288
106508,22.426
17985,10.829
184399,32.568
186190,12.284
66757,0.0
24334,8.106
48487,10.635
163714,49.147
136648,8.432
129175,26.201
44988,0.361
141542,1.919
198367,49.986
197402,4.642
56222,0.0
197854,14.493
23794,34.184
44018,6.106
174514,36.647
1866,14.417
133729,12.548
145053,2.35
39934,6.559
58277,0.0
146076,3.115
108240,48.26
176438,17.527
132396,21.624
44383,10.689
103078,3.021
175902,20.956
5048,49.998
29800,7.117
57007,0.0
191367,37.178
41578,7.344
2378,0.02
8261,2.225
156043,23.334
69573,0.0
107622,16.381
147765,0.813
85884,0.0
44756,34.604
59435,0.0
8703,5.834
148673,0.22
118911,44.581
150933,41.146
104931,49.228
118954,17.467
32492,22.696
135133,0.362
43528,0.771
117054,0.497
195258,49.335
104525,8.384
65221,0.0
86291,0.0
30963,5.248
2757,3.255
196775,5.475
30020,17.302
92236,0.0
142720,12.931
47158,6.342
13623,15.637
24269,4.625
8254,22.176
194778,20.694
167122,14.242
168122,49.711
167275,49.981
129682,14.852
187528,48.458
96380,0.0
196098,9.541
130791,17.225
70507,0.0
187276,6.274
116145,2.779
125183,49.713
93293,0.0
90559,0.0
164308,4.121
158725,37.407
181408,0.561
39329,12.702
90528,0.0
141863,8.684
70649,0.0
196560,49.992
92014,0.0
147892,3.725
148041,6.765
162781,14.103
183417,15.67
132077,35.885
3605,6.2
94009,0.0
130736,18.579
72462,0.0
60482,0.0
7111,14.729
11947,0.71
136056,15.665
126644,6.142
69097,0.0
189780,49.464
92789,0.0
196805,26.395
119810,14.75
40077,36.576
45424,6.266
33151,2.068
175631,37.188
127007,26.157
174564,32.779
155756,35.666
63855,0.0
41646,1.621
73667,0.0
74078,0.0
22070,2.623
168479,48.322
15068,7.398
131210,6.647
135470,14.752
192563,49.853
168031,10.983
107308,49.414
51338,0.0
23306,9.586
122980,15.259
21096,4.472
89721,0.0
68249,0.0
51614,0.0
129448,49.986
46711,1.351
191602,16.78
111439,25.404
96997,0.0
102818,14.741
194113,20.823
119052,7.037
61439,0.0
187345,11.451
42097,3.352
83361,0.0
63019,0.0
17381,16.703
74716,0.0
126783,12.845
156708,17.796
149249,40.392
38942,5.616
117197,6.641
15825,8.06
38256,11.211
115462,41.148
157869,12.224
46624,10.34
171441,49.525
132614,2.702
86503,0.0
5159,49.428
150093,49.989
88022,0.0
197925,5.606
137641,29.29
150936,38.045
39516,1.655
15262,11.278
173479,3.939
31820,2.968
172954,16.623
117720,19.157
152042,27.676
140606,31.208
23559,1.399
173648,32.122
199694,26.816
69756,0.0
59992,0.0
75025,0.0
52964,0.0
97137,0.0
134341,27.676
179867,19.569
196302,4.99
92798,0.0
62715,0.0
8769,26.099
59058,0.0
179480,30.866
21187,49.086
17042,3.375
124079,3.47
140423,1.046
168905,4.67
169688,7.335
185806,8.618
92556,0.0
140862,32.547
152651,32.537
165958,36.289
67933,0.0
118352,7.794
112797,7.726
129478,6.081
108437,24.373
107176,27.076
3153,12.06
120433,2.97
13770,49.718
135829,17.03
159683,21.455
169998,11.837
92152,0.0
26249,14.55
61922,0.0
198244,33.966
57568,0.0
134234,15.048
181380,49.996
185675,12.762
189635,16.852
40764,0.647
146985,26.475
60283,0.0
58828,0.0
129283,6.364
165003,5.449
161504,6.379
27917,8.084
28331,5.2
102033,11.122
152579,36.557
2296,6.41
122817,16.12
48554,0.207
188144,1.939
36269,12.706
127637,21.413
161539,6.238
86550,0.0
88226,0.0
191813,49.954
114914,11.245
154832,21.492
126269,23.751
169673,40.508
136441,49.983
118192,9.575
155075,26.198
48379,16.771
153403,14.741
101036,5.92
142052,0.036
48627,23.25
139074,23.684
60972,0.0
139575,3.503
83717,0.0
62064,0.0
124923,49.028
24727,0.479
17892,38.748
69214,0.0
87940,0.0
148727,3.173
103677,22.12
99925,0.0
105348,0.46
148883,4.338
84302,0.0
80641,0.0
198106,20.685
172595,2.537
177112,34.632
96127,0.0
161210,49.999
52565,0.0
177093,49.751
9217,23.152
153574,5.179
189109,19.706
171338,45.201
141719,4.242
131651,10.575
42634,28.881
142627,37.751
170872,2.203
142654,40.33
142779,3.573
29326,1.179
116891,16.305
60687,0.0
111373,17.206
54436,0.0
129258,23.22
18081,29.821
101056,0.042
38491,4.758
58780,0.0
114958,15.102
64246,0.0
33991,7.094
110103,11.77
139153,49.625
41286,2.908
80868,0.0
28497,48.313
66443,0.0
96052,0.0
48513,39.654
72249,0.0
175750,28.337
113764,24.521
198539,42.671
71089,0.0
129179,10.36
118778,49.392
2034,26.998
129677,0.835
11648,48.546
198548,4.377
162621,49.997
172776,11.12
163324,21.334
25850,11.02
181141,48.949
149572,3.318
150257,15.221
115657,18.32
15504,4.14
37843,7.166
77864,0.0
12582,24.611
13305,3.799
185035,22.998
7522,17.588
180211,10.482
181164,21.619
151938,23.068
35452,48.537
158669,3.848
43127,9.098
19996,29.771
48123,3.174
23324,21.92
163339,24.498
87331,0.0
185970,29.058
161630,19.157
154495,20.395
186069,15.271
62120,0.0
89736,0.0
25391,26.193
193944,49.883
38961,49.308
119986,3.936
177149,8.387
123753,35.928
73090,0.0
83048,0.0
121213,44.396
114445,12.368
66502,0.0
138686,31.995
15470,1.28
162234,41.143
77477,0.0
163501,25.766
58050,0.0
168183,11.819
135284,12.64
99767,0.0
168754,29.445
44772,19.988
181097,49.337
196341,19.569
11002,48.825
136074,3.702
106683,23.306
162733,37.386
141030,2.65
102090,6.387
120205,27.68
107434,11.424
169802,31.106
15260,14.664
144425,11.227
116239,6.817
84867,0.0
10399,6.414
33820,11.86
141477,49.663
186320,11.864
37275,1.992
59129,0.0
149656,3.866
77179,0.0
108958,48.665
97467,0.0
35893,49.224
63481,0.0
25453,26.331
147567,0.888
147945,14.779
109359,2.9
21466,33.149
7407,1.794
158552,4.302
113985,38.538
70419,0.0
126596,42.75
192449,48.577
137458,27.663
29787,0.561
13280,2.904
81985,0.0
13189,7.165
78456,0.0
135413,0.979
4289,7.612
2061,29.154
84984,0.0
86352,0.0
70870,0.0
175350,21.868
133245,0.521
147664,3.572
198319,33.48
94544,0.0
49096,15.522
102317,14.4
35907,35.459
34491,12.62
38097,6.006
136516,17.843
139495,15.621
163637,13.113
82887,0.0
152937,9.697
137507,7.72
48823,31.789
188228,4.628
91723,0.0
123498,2.558
90122,0.0
51531,0.0
28431,29.817
159772,47.078
191460,9.278
187861,49.745
52808,0.0
69669,0.0
88306,0.0
150272,12.545
157058,9.916
141070,5.557
37520,28.191
65080,0.0
71170,0.0
115034,7.251
46671,24.128
121046,19.84
183650,9.307
40106,22.562
165469,36.465
53068,0.0
60893,0.0
47309,13.108
43024,18.02
179977,36.526
52758,0.0
41685,17.464
19554,13.065
86984,0.0
40943,10.127
13432,5.608
50290,0.0
146820,3.305
136148,49.825
13507,5.743
151062,18.705
84329,0.0
163868,48.989
69280,0.0
195281,49.716
100236,32.766
107851,27.895
133448,18.675
13234,15.34
35952,8.719
11198,32.383
49256,9.15
186580,7.633
79480,0.0
148615,49.097
182328,43.289
69299,0.0
14248,3.364
67502,0.0
2017,49.913
12704,15.54
27383,9.63
118097,3.103
98635,0.0
149545,11.224
145094,11.384
136398,3.954
152569,2.801
100681,26.899
31290,17.779
105741,18.199
3186,47.539
114009,8.663
4838,49.771
2584,9.875
151425,42.674
29954,15.139
196537,35.649
71702,0.0
68995,0.0
149099,11.597
124521,8.006
150748,13.725
192646,24.447
73616,0.0
68979,0.0
32777,15.328
50348,0.0
12316,16.084
50563,0.0
45251,7.348
12453,34.948
101447,36.855
71823,0.0
81025,0.0
150528,48.446
45586,1.301
55569,0.0
153804,49.999
127951,6.559
107952,26.976
42931,12.538
21710,6.793
75431,0.0
104569,6.093
69413,0.0
52306,0.0
138722,20.99
161589,32.883
134775,9.772
49400,1.268
89500,0.0
62316,0.0
117123,13.392
114498,37.262
189499,49.966
168569,48.237
88954,0.0
19155,0.74
187042,12.123
145576,27.13
83155,0.0
102597,19.199
11119,33.409
168221,35.621
54542,0.0
175787,8.363
46205,3.865
179372,49.745
178231,48.701
97019,0.0
138240,39.546
127060,8.724
163636,43.98
30428,49.999
135725,8.85
173170,49.603
178956,7.822
178378,31.924
54459,0.0
96653,0.0
161292,42.469
100871,23.618
35233,5.274
171367,49.259
56694,0.0
27613,26.516
38328,7.988
198438,49.802
74882,0.0
15481,4.3
160006,28.241
17815,2.835
24446,12.802
27038,15.377
134864,48.815
100009,24.077
164717,7.451
74900,0.0
92455,0.0
79512,0.0
110358,32.328
195477,13.398
138446,8.669
167637,3.652
16249,49.489
82348,0.0
5434,9.649
172145,0.058
109708,1.08
80107,0.0
115645,2.91
117663,14.367
42715,34.394
107017,36.222
46990,0.33
47410,8.702
156189,18.767
155510,49.989
154330,9.682
160544,15.19
179469,26.431
8966,37.602
121717,7.492
102993,0.632
16013,4.205
156894,45.555
114140,17.976
8559,10.557
184661,35.431
50652,0.0
26273,32.15
21566,28.25
40960,0.178
8961,5.092
163220,38.762
187301,27.35
187703,6.688
184866,37.647
136699,9.249
9669,45.681
57551,0.0
171740,6.267
96918,0.0
120948,0.2
150961,17.439
51116,0.0
89019,0.0
90631,0.0
39065,48.987
156314,49.794
109721,12.921
103932,1.279
77785,0.0
135675,9.791
106177,13.861
143382,32.056
81732,0.0
43537,9.457
81422,0.0
56522,0.0
71326,0.0
23643,17.685
59384,0.0
189633,49.222
150580,12.479
51244,0.0
103617,8.614
138355,49.032
184793,42.079
80236,0.0
124179,1.846
52530,0.0
50108,0.0
120586,12.918
159479,21.048
95015,0.0
71454,0.0
114415,0.048
51434,0.0
68288,0.0
95835,0.0
123619,4.094
170351,14.039
79307,0.0
13601,8.648
54512,0.0
112577,2.719
58381,0.0
177682,16.942
191853,49.358
45241,31.614
164980,48.758
68581,0.0
58555,0.0
48838,26.803
112021,45.142
83860,0.0
55628,0.0
120816,15.563
107647,49.992
58820,0.0
5969,24.006
117415,13.927
80057,0.0
110173,1.658
44318,45.053
138134,8.973
120841,28.96
106485,17.878
158952,45.817
106199,7.677
16944,3.471
192682,12.689
61871,0.0
150507,24.124
90368,0.0
68596,0.0
82367,0.0
108608,31.664
4737,2.719
118623,11.48
108667,5.163
85336,0.0
35689,6.65
109303,21.643
124294,29.686
12802,12.88
138767,20.981
6258,8.077
183078,25.052
156986,3.341
9790,8.774
192762,49.945
114652,47.788
107377,17.338
101479,17.257
151855,5.914
60356,0.0
112352,9.096
68394,0.0
26965,14.518
121394,25.028
38929,0.084
180744,27.883
196884,8.584
189122,18.238
96602,0.0
143960,2.064
191281,14.485
72357,0.0
123603,1.17
42429,4.227
44156,9.811
131657,29.975
162935,19.36
192127,15.84
106704,16.905
73300,0.0
154289,46.456
92521,0.0
130878,13.794
58467,0.0
13606,1.007
107680,12.68
108087,3.24
174828,5.778
114103,25.572
126798,11.852
109097,0.147
59769,0.0
84382,0.0
82880,0.0
54667,0.0
9926,11.667
189706,15.874
199769,49.428
135597,5.95
190338,33.083
6280,48.755
134650,25.044
1666,13.362
23060,12.43
18767,2.878
199767,19.799
161264,12.751
93659,0.0
41863,5.314
41479,30.286
29118,6.26
59788,0.0
148252,7.663
163468,17.746
164760,49.248
42910,20.449
97315,0.0
151768,29.4
115369,1.488
42655,33.93
88795,0.0
90667,0.0
138853,10.837
107698,11.542
112632,12.016
151661,49.835
184359,49.162
108660,16.997
169103,3.972
122179,40.061
67871,0.0
21237,14.704
51644,0.0
140179,11.362
168828,49.982
137515,9.194
58444,0.0
8082,39.652
158048,43.215
131980,10.405
22679,18.151
157602,49.527
174603,29.38
64530,0.0
172260,3.941
176023,49.592
52374,0.0
88367,0.0
178235,15.943
13806,11.603
86294,0.0
24217,4.186
77943,0.0
176975,49.68
189012,19.106
87925,0.0
89277,0.0
194649,15.136
188576,41.227
114058,9.79
72160,0.0
174898,6.311
185298,40.977
88476,0.0
1983,45.763
16820,32.743
196959,26.2
129856,3.117
178863,21.308
188527,28.745
1864,34.905
139936,22.738
94384,0.0
158577,12.773
160748,8.997
33220,47.818
187877,12.045
174779,27.08
109425,35.931
112052,0.933
83796,0.0
81826,0.0
134209,44.425
188547,14.33
22994,4.91
167961,49.459
94072,0.0
163099,33.153
120211,11.548
133735,0.871
194940,17.16
77395,0.0
93535,0.0
1950,7.911
171182,34.087
163408,46.82
64886,0.0
14507,0.483
92138,0.0
79266,0.0
199809,36.543
123039,33.644
20935,1.621
93348,0.0
145554,10.655
108801,0.122
128307,12.409
125097,2.576
172955,13.954
146769,1.054
28546,11.795
105953,13.164
38371,9.688
89591,0.0
116028,0.15
100615,2.397
117489,38.735
128257,7.948
66803,0.0
69282,0.0
54056,0.0
43858,35.09
137788,10.325
188342,20.977
79555,0.0
150992,28.689
59938,0.0
31420,6.112
11437,0.104
145309,1.86
46477,11.598
544,0.064
199606,17.423
38140,29.545
98825,0.0
2339,7.885
67314,0.0
42333,16.867
155994,36.93
25456,8.177
6875,33.598
109517,17.301
173148,7.003
196987,33.936
187795,8.647
25029,4.016
66999,0.0
151796,19.2
94133,0.0
93458,0.0
157486,13.334
152986,7.879
59391,0.0
42534,3.064
90246,0.0
195855,18.787
124827,9.084
58389,0.0
119261,5.684
167124,49.789
137364,8.888
116042,31.161
152351,32.821
1255,0.329
156423,36.656
102978,0.547
70744,0.0
27009,1.146
50833,0.0
89835,0.0
149125,45.249
6297,49.788
170811,46.361
138537,23.04
78919,0.0
89614,0.0
164898,28.037
101746,8.862
143966,48.783
72998,0.0
14587,26.058
150241,43.365
54356,0.0
70551,0.0
96623,0.0
85796,0.0
146736,49.808
6470,1.652
12693,0.261
142387,1.755
6110,3.007
98926,0.0
105246,20.576
121118,10.947
89343,0.0
127478,9.162
176385,35.519
189930,3.92
165070,49.007
189863,24.99
55346,0.0
150245,9.405
147064,33.926
104487,8.895
99018,0.0
167532,31.994
110175,37.635
189552,18.71
122255,26.664
105971,37.771
199044,49.416
37610,0.169
75755,0.0
57648,0.0
58631,0.0
104131,47.824
184883,12.471
21415,28.521
49970,4.801
34263,7.302
5477,14.908
73819,0.0
172321,49.882
63099,0.0
188819,37.748
179443,1.488
104103,40.71
158825,29.702
69002,0.0
161733,49.126
178860,35.683
76022,0.0
162981,14.396
97535,0.0
124257,14.973
103556,15.263
117355,15.206
9930,20.586
195001,4.459
142592,33.718
180637,26.868
127230,8.056
842,26.478
10844,11.959
116762,0.289
186146,6.563
196677,17.053
163348,46.108
125110,2.026
3549,19.976
109912,23.152
75505,0.0
175427,35.075
88426,0.0
96910,0.0
53024,0.0
114548,18.627
154357,21.596
63269,0.0
51025,0.0
125063,28.538
9240,7.432
27708,14.567
48152,18.112
91925,0.0
143865,4.99
22021,0.033
178932,32.031
156675,11.749
116880,13.648
1424,1.785
104805,41.848
101885,10.076
43580,5.549
62443,0.0
183826,24.717
144320,12.356
145814,5.856
1291,0.92
66129,0.0
163219,26.846
17487,38.575
61064,0.0
43323,12.526
54449,0.0
30588,16.632
178694,22.337
7155,22.0
386,21.804
168921,34.039
2617,27.968
54753,0.0
45961,7.335
156365,49.994
83557,0.0
191594,29.698
156660,39.978
151313,49.976
52400,0.0
59648,0.0
184697,10.259
154895,6.918
111188,3.019
154468,26.029
166083,42.898
173458,11.822
128839,13.562
40176,49.414
107177,3.361
172452,5.138
145296,8.169
128452,8.941
42888,11.348
141521,22.891
89983,0.0
13114,7.388
185749,19.605
132397,5.486
145996,29.181
91382,0.0
73684,0.0
27599,6.516
13348,23.031
88420,0.0
64186,0.0
165822,4.905
53703,0.0
76865,0.0
128466,48.824
78253,0.0
171811,47.973
106441,8.481
99244,0.0
33050,17.783
120187,11.86
187391,15.064
44253,14.854
174104,41.34
49174,8.18
102637,23.363
172182,32.522
45492,5.088
140843,49.368
42393,8.742
189497,26.712
132984,1.884
13735,1.235
105665,4.073
42167,3.563
81554,0.0
164398,14.673
130002,41.185
145611,7.283
113047,14.232
58538,0.0
141520,23.036
34290,4.677
125948,15.135
27847,3.918
5349,12.522
53766,0.0
123773,20.663
192685,1.468
87176,0.0
172757,40.41
176846,36.656
95884,0.0
170187,35.453
173328,49.868
188703,35.92
61967,0.0
94084,0.0
91064,0.0
57433,0.0
146599,23.979
80725,0.0
179599,48.981
190519,7.598
106697,2.218
98606,0.0
187676,42.915
64983,0.0
29418,0.69
46758,41.726
116712,11.026
104558,7.291
171791,2.646
3358,0.788
67250,0.0
193940,27.555
140418,3.807
181622,10.896
104485,15.692
97058,0.0
6138,17.707
79185,0.0
107204,48.742
198967,0.218
192683,33.278
74486,0.0
180120,7.159
59927,0.0
55229,0.0
115166,3.942
31930,8.11
135913,5.614
158491,17.274
186668,12.782
161228,23.661
108144,14.791
112362,3.744
49812,8.979
46602,4.692
85944,0.0
130382,3.022
157719,12.625
168592,40.346
64105,0.0
42391,13.829
119868,26.621
165867,49.995
38779,2.738
80732,0.0
41091,12.066
55690,0.0
116315,0.006
173110,32.8
134943,3.026
93983,0.0
42605,14.057
134767,32.868
165934,42.345
118375,0.412
112655,18.47
172206,33.64
49183,5.105
80522,0.0
36453,5.462
49748,49.969
160817,37.761
156613,49.996
48789,0.003
160771,28.8
62017,0.0
88849,0.0
133716,8.698
99314,0.0
128664,20.733
179947,49.563
96376,0.0
157088,3.216
65222,0.0
196654,26.9
193194,49.603
26319,23.819
165373,48.418
108804,23.887
75622,0.0
155801,25.805
64492,0.0
40804,10.385
130478,41.872
163390,4.357
101327,21.681
83092,0.0
160372,32.719
7019,1.206
93805,0.0
132774,26.827
118183,9.151
77110,0.0
42319,36.571
74044,0.0
186851,36.654
110041,35.717
86667,0.0
102896,21.126
170402,4.238
32406,27.089
136872,14.014
76160,0.0
191879,49.777
168464,42.557
54372,0.0
179270,48.465
11827,5.2
64915,0.0
131970,4.267
109164,32.543
187533,41.231
62233,0.0
35917,9.977
12888,5.768
115490,14.558
57165,0.0
149733,42.987
150181,43.004
166072,49.523
161656,49.999
10010,36.394
91781,0.0
123130,21.465
1016,7.247
105819,7.261
184932,45.019
91451,0.0
85991,0.0
66253,0.0
79916,0.0
163129,13.279
27727,18.533
177412,3.07
79043,0.0
142535,6.5
30221,21.059
106459,12.25
156186,17.289
40292,1.406
111563,9.025
190862,19.453
105439,4.092
87809,0.0
121947,0.98
78238,0.0
105553,4.85
82252,0.0
54869,0.0
10870,0.289
13958,10.761
71335,0.0
19010,4.167
107582,7.493
168857,25.178
137716,0.364
76383,0.0
33974,8.891
29699,32.963
80360,0.0
47036,0.582
180784,48.766
88509,0.0
43654,3.25
57981,0.0
27822,17.253
143324,23.468
121359,24.564
91652,0.0
33607,9.899
108252,45.514
94946,0.0
18518,17.063
48780,3.487
177478,40.194
110758,14.21
179764,13.854
55662,0.0
65237,0.0
195742,31.82
193633,9.856
65030,0.0
24858,30.544
180112,49.832
80950,0.0
191909,7.21
88460,0.0
21384,7.552
69148,0.0
121436,10.472
172030,34.601
81838,0.0
198345,14.839
113446,13.354
61015,0.0
72626,0.0
188049,4.539
154180,33.964
191314,33.28
64187,0.0
144356,2.323
161181,12.515
77619,0.0
116479,10.47
67792,0.0
89015,0.0
152376,47.614
75824,0.0
69809,0.0
65761,0.0
191807,39.418
153560,30.027
10737,3.992
139856,10.69
76276,0.0
60953,0.0
65196,0.0
80374,0.0
10634,6.526
30663,21.879
131056,1.258
69920,0.0
85933,0.0
146178,3.307
5096,1.777
22687,11.545
95026,0.0
177890,49.213
62693,0.0
174835,29.992
137755,7.273
20227,7.483
75433,0.0
191692,49.255
165156,49.112
140927,1.403
55544,0.0
150097,24.312
51347,0.0
193744,22.06
79517,0.0
